"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Job vacancies, payroll employees, and job vacancy rate, by economic regions, quarterly, adjusted for seasonality","14100398",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410039801",1;7,"CURRENT - a cube available to the public and that is current","Quarterly","2015-01-01","2025-07-01","2",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",2,""
"2","Statistics",,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"1","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","66","62","",6,
"1","Red Deer, Alberta","[4850]","67","62","",,
"1","Edmonton, Alberta","[4860]","68","62","",,
"1","Wood Buffalo-Cold Lake, Alberta","[4880]","69","62","",,
"1","Vancouver Island and Coast, British Columbia","[5910]","71","70","",,
"1","Lower Mainland-Southwest, British Columbia","[5920]","72","70","",,
"1","Thompson-Okanagan, British Columbia","[5930]","73","70","",,
"1","Kootenay, British Columbia","[5940]","74","70","",,
"1","Cariboo, British Columbia","[5950]","75","70","",,
"1","North Coast and Nechako, British Columbia","","76","70","",6,
"1","Northeast, British Columbia","[5980]","77","70","",,
"1","Yukon","[6010]","79","78","",,
"1","Northwest Territories","[6110]","81","80","",,
"1","Nunavut","[6210]","83","82","",,
"1","Canada","[11124]","1","","",,
"2","Job vacancies","","1","","",3,
"2","Payroll employees","","2","","",4,
"2","Job vacancy rate","","3","","",5,

Symbol Legend
Description,Symbol
"not available for a specific reference period","..",
"less than the limit of detection","<LOD",
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded","0s",
"data quality: excellent","A",
"data quality: very good","B",
"data quality: good","C",
"data quality: acceptable","D",
"use with caution","E",
"too unreliable to be published","F",
"not applicable","...",
"preliminary","p",
"revised","r",
"suppressed to meet the confidentiality requirements of the Statistics Act","x",
"terminated","t",

"Survey Code","Survey Name"
"5217","Job Vacancy and Wage Survey"

"Subject Code","Subject Name"
"14","Labour"

"Note ID",Note
1,"Data quality indicators are based on the coefficient of variation (CV), the non-response errors, the imputation errors, and subject matter expertise: A – Excellent; B - Very good; C - Good; D – Acceptable; E - Use with caution; F - Too unreliable to publish."
2,"An economic region (ER) is a grouping of complete census divisions (with one exception in Ontario) created as a standard geographic unit for analysis of regional economic activity. Canada has 76 ERs that are classified in accordance with the <a href="https://www.statcan.gc.ca/en/subjects/standard/sgc/2021/index" rel="external noopener noreferrer" target="_blank">Standard Geographical Classification (SGC) 2021 (opens new window)</a>, which is based on 2021 Census boundaries. The Job Vacancy and Wage Survey (JVWS) publishes estimates for 69 ERs, seven of which are combined. These seven combined ERs are the same as those published by the Labour Force Survey. Maps illustrating the ERs, as well as a table showing the census metropolitan areas (CMAs) and census agglomerations (CAs) within each ER, are available by selecting the “JVWS Geographical Maps” link at the bottom of the JVWS survey page (<a href="http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5217" rel="external noopener noreferrer" target="_blank">5217 (opens new window)</a>."
3,"A job is vacant if it meets the following conditions: it is vacant on the reference date (first day of the month) or will become vacant during the month; there are tasks to be carried out during the month for the job in question; and the employer is actively seeking a worker outside the organization to fill the job. The jobs could be full-time, part-time, permanent, temporary, casual, or seasonal. Jobs reserved for subcontractors, external consultants, or other workers who are not considered employees, are excluded."
4,"The 'employee' concept used in the Job Vacancy and Wage Survey (JVWS) is comprised of full-time employees, part-time employees, as well as permanent, casual, temporary, and seasonal employees. It also includes working owners, directors, partners, and other officers of incorporated businesses, as well as employees who work at home or on the road but report to the location. The ‘employee' concept used in the JVWS is meant to exclude owners or partners of unincorporated businesses and professional practices, the self-employed, subcontractors, external consultants, unpaid family workers, persons working outside Canada, and military personnel. It also excludes employees on unpaid leave, such as those on extended sick leave who are receiving insurance benefits. The employment estimates from the JVWS are calibrated to the employment estimates from the <a href="http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=2612" rel="external noopener noreferrer" target="_blank">Survey of Employment, Payrolls and Hours (opens new window)</a> (SEPH) at the North American Industry Classification System sector (NAICS2) level by province."
5,"The job vacancy rate is the number of job vacancies expressed as a percentage of labour demand; that is, all occupied and vacant jobs."
6,"While 76 economic regions are defined for the purposes of sampling, some are too small to enable production of independent estimates from the survey. These economic regions were combined to improve data quality of the Job Vacancy and Wage Survey estimates."
7,"Data for the second and third quarters of 2020 are unavailable due to some Statistics Canada operations being temporarily suspended during the COVID-19 pandemic."

"Correction ID","Correction Date","Correction Note"
"3477","2022-06-24","On June 24, 2022, data from the first quarter of 2015 to the fourth quarter of 2020 was corrected for all series.",

